Ano,Ambito,Departamento,Provincia,Distrito,Organizacion,Votos,Validos,Emitidos
2006,PERU,HUANCAVELICA,ACOBAMBA,ANTA,CON FUERZA PERU,4,0.217 %,0.141 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ANTA,MOVIMIENTO NUEVA IZQUIERDA,3,0.163 %,0.105 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ANTA,PROGRESEMOS PERU,3,0.163 %,0.105 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ANTA,RESURGIMIENTO PERUANO,2,0.108 %,0.070 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ANTA,PARTIDO SOCIALISTA,1,0.054 %,0.035 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ANTA,PERU AHORA,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ANTA,Y SE LLAMA PERU,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ANTA,Votos Blancos,909,,31.962 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ANTA,Votos Nulos,91,,3.200 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ANTA,Votos Impugnados,0,,0.000 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,UNION POR EL PERU,458,53.256 %,38.230 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,ALIANZA POR EL FUTURO,161,18.721 %,13.439 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,UNIDAD NACIONAL,87,10.116 %,7.262 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,PARTIDO APRISTA PERUANO,74,8.605 %,6.177 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,RESTAURACION NACIONAL,33,3.837 %,2.755 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,FRENTE DE CENTRO,24,2.791 %,2.003 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,PARTIDO RENACIMIENTO ANDINO,4,0.465 %,0.334 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,PARTIDO RECONSTRUCCION DEMOCRATICA,3,0.349 %,0.250 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,ALIANZA PARA EL PROGRESO,2,0.233 %,0.167 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,PARTIDO SOCIALISTA,2,0.233 %,0.167 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,CON FUERZA PERU,2,0.233 %,0.167 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,2,0.233 %,0.167 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,CONCERTACION DESCENTRALISTA,2,0.233 %,0.167 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,PARTIDO JUSTICIA NACIONAL,2,0.233 %,0.167 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,PROGRESEMOS PERU,1,0.116 %,0.083 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,FUERZA DEMOCRATICA,1,0.116 %,0.083 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,RESURGIMIENTO PERUANO,1,0.116 %,0.083 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,MOVIMIENTO NUEVA IZQUIERDA,1,0.116 %,0.083 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,PERU AHORA,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,Y SE LLAMA PERU,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,Votos Blancos,310,,25.876 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,Votos Nulos,28,,2.337 %
2006,PERU,HUANCAVELICA,ACOBAMBA,CAJA,Votos Impugnados,0,,0.000 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,UNION POR EL PERU,319,53.255 %,34.449 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,ALIANZA POR EL FUTURO,173,28.881 %,18.683 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,UNIDAD NACIONAL,50,8.347 %,5.400 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,RESTAURACION NACIONAL,13,2.170 %,1.404 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,PARTIDO APRISTA PERUANO,12,2.003 %,1.296 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,FRENTE DE CENTRO,11,1.836 %,1.188 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,CON FUERZA PERU,5,0.835 %,0.540 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,4,0.668 %,0.432 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,PARTIDO RECONSTRUCCION DEMOCRATICA,3,0.501 %,0.324 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,FUERZA DEMOCRATICA,2,0.334 %,0.216 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,RESURGIMIENTO PERUANO,2,0.334 %,0.216 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,ALIANZA PARA EL PROGRESO,2,0.334 %,0.216 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,CONCERTACION DESCENTRALISTA,1,0.167 %,0.108 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,Y SE LLAMA PERU,1,0.167 %,0.108 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,PARTIDO JUSTICIA NACIONAL,1,0.167 %,0.108 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,PARTIDO RENACIMIENTO ANDINO,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,MOVIMIENTO NUEVA IZQUIERDA,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,PERU AHORA,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,PROGRESEMOS PERU,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,PARTIDO SOCIALISTA,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,Votos Blancos,165,,17.819 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,Votos Nulos,162,,17.495 %
2006,PERU,HUANCAVELICA,ACOBAMBA,MARCAS,Votos Impugnados,0,,0.000 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,UNION POR EL PERU,"2,128",62.847 %,45.499 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,ALIANZA POR EL FUTURO,530,15.653 %,11.332 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,UNIDAD NACIONAL,407,12.020 %,8.702 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,PARTIDO APRISTA PERUANO,127,3.751 %,2.715 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,RESTAURACION NACIONAL,81,2.392 %,1.732 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,FRENTE DE CENTRO,23,0.679 %,0.492 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,PARTIDO RENACIMIENTO ANDINO,19,0.561 %,0.406 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,FUERZA DEMOCRATICA,10,0.295 %,0.214 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,PARTIDO RECONSTRUCCION DEMOCRATICA,9,0.266 %,0.192 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,9,0.266 %,0.192 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,ALIANZA PARA EL PROGRESO,8,0.236 %,0.171 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,CONCERTACION DESCENTRALISTA,8,0.236 %,0.171 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,PARTIDO JUSTICIA NACIONAL,7,0.207 %,0.150 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,CON FUERZA PERU,6,0.177 %,0.128 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,PARTIDO SOCIALISTA,5,0.148 %,0.107 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,MOVIMIENTO NUEVA IZQUIERDA,3,0.089 %,0.064 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,PROGRESEMOS PERU,3,0.089 %,0.064 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,Y SE LLAMA PERU,2,0.059 %,0.043 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,PERU AHORA,1,0.030 %,0.021 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,RESURGIMIENTO PERUANO,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,Votos Blancos,"1,096",,23.434 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,Votos Nulos,195,,4.169 %
2006,PERU,HUANCAVELICA,ACOBAMBA,PAUCARA,Votos Impugnados,0,,0.000 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,UNION POR EL PERU,774,61.526 %,45.131 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,ALIANZA POR EL FUTURO,167,13.275 %,9.738 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,UNIDAD NACIONAL,111,8.824 %,6.472 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,PARTIDO APRISTA PERUANO,99,7.870 %,5.773 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,RESTAURACION NACIONAL,50,3.975 %,2.915 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,FRENTE DE CENTRO,15,1.192 %,0.875 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,PARTIDO JUSTICIA NACIONAL,8,0.636 %,0.466 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,PARTIDO RECONSTRUCCION DEMOCRATICA,5,0.397 %,0.292 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,RESURGIMIENTO PERUANO,5,0.397 %,0.292 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,Y SE LLAMA PERU,5,0.397 %,0.292 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,ALIANZA PARA EL PROGRESO,4,0.318 %,0.233 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,PARTIDO RENACIMIENTO ANDINO,4,0.318 %,0.233 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,FUERZA DEMOCRATICA,2,0.159 %,0.117 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,PERU AHORA,2,0.159 %,0.117 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,MOVIMIENTO NUEVA IZQUIERDA,2,0.159 %,0.117 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,PARTIDO SOCIALISTA,2,0.159 %,0.117 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,PROGRESEMOS PERU,1,0.079 %,0.058 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,0.079 %,0.058 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,CONCERTACION DESCENTRALISTA,1,0.079 %,0.058 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,CON FUERZA PERU,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,Votos Blancos,426,,24.840 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,Votos Nulos,31,,1.808 %
2006,PERU,HUANCAVELICA,ACOBAMBA,POMACOCHA,Votos Impugnados,0,,0.000 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,UNION POR EL PERU,"1,109",60.011 %,42.103 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,ALIANZA POR EL FUTURO,307,16.613 %,11.655 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,PARTIDO APRISTA PERUANO,163,8.820 %,6.188 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,UNIDAD NACIONAL,146,7.900 %,5.543 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,ALIANZA PARA EL PROGRESO,29,1.569 %,1.101 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,FRENTE DE CENTRO,17,0.920 %,0.645 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,RESTAURACION NACIONAL,16,0.866 %,0.607 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,14,0.758 %,0.532 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,PARTIDO RECONSTRUCCION DEMOCRATICA,8,0.433 %,0.304 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,PARTIDO RENACIMIENTO ANDINO,6,0.325 %,0.228 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,MOVIMIENTO NUEVA IZQUIERDA,5,0.271 %,0.190 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,CONCERTACION DESCENTRALISTA,5,0.271 %,0.190 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,FUERZA DEMOCRATICA,5,0.271 %,0.190 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,PARTIDO JUSTICIA NACIONAL,4,0.216 %,0.152 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,PROGRESEMOS PERU,4,0.216 %,0.152 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,RESURGIMIENTO PERUANO,3,0.162 %,0.114 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,CON FUERZA PERU,3,0.162 %,0.114 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,PARTIDO SOCIALISTA,2,0.108 %,0.076 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,Y SE LLAMA PERU,1,0.054 %,0.038 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,PERU AHORA,1,0.054 %,0.038 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,Votos Blancos,734,,27.866 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,Votos Nulos,52,,1.974 %
2006,PERU,HUANCAVELICA,ACOBAMBA,ROSARIO,Votos Impugnados,0,,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,UNION POR EL PERU,"1,298",70.352 %,44.105 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,PARTIDO APRISTA PERUANO,157,8.509 %,5.335 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,UNIDAD NACIONAL,141,7.642 %,4.791 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,ALIANZA POR EL FUTURO,75,4.065 %,2.548 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,FRENTE DE CENTRO,56,3.035 %,1.903 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,RESTAURACION NACIONAL,35,1.897 %,1.189 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,PARTIDO RENACIMIENTO ANDINO,20,1.084 %,0.680 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,PARTIDO JUSTICIA NACIONAL,13,0.705 %,0.442 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,PROGRESEMOS PERU,10,0.542 %,0.340 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,FUERZA DEMOCRATICA,8,0.434 %,0.272 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,ALIANZA PARA EL PROGRESO,6,0.325 %,0.204 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,PARTIDO SOCIALISTA,5,0.271 %,0.170 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,PARTIDO RECONSTRUCCION DEMOCRATICA,4,0.217 %,0.136 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,CON FUERZA PERU,4,0.217 %,0.136 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,MOVIMIENTO NUEVA IZQUIERDA,3,0.163 %,0.102 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,Y SE LLAMA PERU,3,0.163 %,0.102 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,RESURGIMIENTO PERUANO,3,0.163 %,0.102 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,2,0.108 %,0.068 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,CONCERTACION DESCENTRALISTA,1,0.054 %,0.034 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,PERU AHORA,1,0.054 %,0.034 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,Votos Blancos,"1,009",,34.285 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,Votos Nulos,89,,3.024 %
2006,PERU,HUANCAVELICA,ANGARAES,ANCHONGA,Votos Impugnados,0,,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,UNION POR EL PERU,143,49.826 %,34.878 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,PARTIDO APRISTA PERUANO,60,20.906 %,14.634 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,RESTAURACION NACIONAL,32,11.150 %,7.805 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,UNIDAD NACIONAL,25,8.711 %,6.098 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,ALIANZA POR EL FUTURO,12,4.181 %,2.927 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,FRENTE DE CENTRO,6,2.091 %,1.463 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,CONCERTACION DESCENTRALISTA,3,1.045 %,0.732 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,PARTIDO JUSTICIA NACIONAL,2,0.697 %,0.488 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,Y SE LLAMA PERU,1,0.348 %,0.244 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,PARTIDO RENACIMIENTO ANDINO,1,0.348 %,0.244 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,ALIANZA PARA EL PROGRESO,1,0.348 %,0.244 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,PARTIDO RECONSTRUCCION DEMOCRATICA,1,0.348 %,0.244 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,PERU AHORA,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,FUERZA DEMOCRATICA,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,PARTIDO SOCIALISTA,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,MOVIMIENTO NUEVA IZQUIERDA,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,CON FUERZA PERU,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,PROGRESEMOS PERU,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,RESURGIMIENTO PERUANO,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,Votos Blancos,107,,26.098 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,Votos Nulos,16,,3.902 %
2006,PERU,HUANCAVELICA,ANGARAES,CALLANMARCA,Votos Impugnados,0,,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,UNION POR EL PERU,330,43.709 %,24.463 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,PARTIDO APRISTA PERUANO,145,19.205 %,10.749 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,RESTAURACION NACIONAL,78,10.331 %,5.782 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,UNIDAD NACIONAL,61,8.079 %,4.522 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,ALIANZA POR EL FUTURO,59,7.815 %,4.374 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,FRENTE DE CENTRO,49,6.490 %,3.632 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,ALIANZA PARA EL PROGRESO,6,0.795 %,0.445 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,PARTIDO JUSTICIA NACIONAL,6,0.795 %,0.445 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,6,0.795 %,0.445 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,CON FUERZA PERU,4,0.530 %,0.297 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,RESURGIMIENTO PERUANO,3,0.397 %,0.222 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,PARTIDO RECONSTRUCCION DEMOCRATICA,2,0.265 %,0.148 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,FUERZA DEMOCRATICA,2,0.265 %,0.148 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,PROGRESEMOS PERU,1,0.132 %,0.074 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,MOVIMIENTO NUEVA IZQUIERDA,1,0.132 %,0.074 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,PERU AHORA,1,0.132 %,0.074 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,PARTIDO RENACIMIENTO ANDINO,1,0.132 %,0.074 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,PARTIDO SOCIALISTA,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,CONCERTACION DESCENTRALISTA,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,Y SE LLAMA PERU,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,Votos Blancos,316,,23.425 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,Votos Nulos,278,,20.608 %
2006,PERU,HUANCAVELICA,ANGARAES,CCOCHACCASA,Votos Impugnados,0,,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,UNION POR EL PERU,127,62.871 %,44.251 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,ALIANZA POR EL FUTURO,37,18.317 %,12.892 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,UNIDAD NACIONAL,10,4.950 %,3.484 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,RESTAURACION NACIONAL,8,3.960 %,2.787 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,PARTIDO APRISTA PERUANO,8,3.960 %,2.787 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,FRENTE DE CENTRO,4,1.980 %,1.394 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,PARTIDO SOCIALISTA,3,1.485 %,1.045 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,CONCERTACION DESCENTRALISTA,1,0.495 %,0.348 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,PROGRESEMOS PERU,1,0.495 %,0.348 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,CON FUERZA PERU,1,0.495 %,0.348 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,0.495 %,0.348 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,FUERZA DEMOCRATICA,1,0.495 %,0.348 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,PERU AHORA,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,Y SE LLAMA PERU,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,PARTIDO JUSTICIA NACIONAL,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,PARTIDO RENACIMIENTO ANDINO,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,MOVIMIENTO NUEVA IZQUIERDA,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,ALIANZA PARA EL PROGRESO,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,PARTIDO RECONSTRUCCION DEMOCRATICA,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,RESURGIMIENTO PERUANO,0,0.000 %,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,Votos Blancos,73,,25.436 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,Votos Nulos,12,,4.181 %
2006,PERU,HUANCAVELICA,ANGARAES,CHINCHO,Votos Impugnados,0,,0.000 %
2006,PERU,HUANCAVELICA,ANGARAES,CONGALLA,UNION POR EL PERU,825,75.137 %,48.501 %
2006,PERU,HUANCAVELICA,ANGARAES,CONGALLA,ALIANZA POR EL FUTURO,97,8.834 %,5.703 %
2006,PERU,HUANCAVELICA,ANGARAES,CONGALLA,UNIDAD NACIONAL,64,5.829 %,3.762 %
2006,PERU,HUANCAVELICA,ANGARAES,CONGALLA,PARTIDO APRISTA PERUANO,46,4.189 %,2.704 %
2006,PERU,HUANCAVELICA,ANGARAES,CONGALLA,CONCERTACION DESCENTRALISTA,14,1.275 %,0.823 %
2006,PERU,HUANCAVELICA,ANGARAES,CONGALLA,FRENTE DE CENTRO,13,1.184 %,0.764 %
2006,PERU,HUANCAVELICA,ANGARAES,CONGALLA,RESTAURACION NACIONAL,8,0.729 %,0.470 %
2006,PERU,HUANCAVELICA,ANGARAES,CONGALLA,ALIANZA PARA EL PROGRESO,5,0.455 %,0.294 %
2006,PERU,HUANCAVELICA,ANGARAES,CONGALLA,FUERZA DEMOCRATICA,5,0.455 %,0.294 %
2006,PERU,HUANCAVELICA,ANGARAES,CONGALLA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,4,0.364 %,0.235 %
